x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,label
0.1605071723461151,0.7179150581359863,-1.979014854214256e-07,0.21602754294872284,0.5938281416893005,0.03353048861026764,0.2523396611213684,0.4678456485271454,0.031069530174136162,0.28402143716812134,0.3796670734882355,0.01441555842757225,0.31240740418434143,0.31160879135131836,-0.001620868337340653,0.18249735236167908,0.35406386852264404,0.013235412538051605,0.2954869270324707,0.27265894412994385,-0.01556828897446394,0.3661441504955292,0.2724139988422394,-0.030497010797262192,0.41779932379722595,0.29003089666366577,-0.03712490200996399,0.17694813013076782,0.36732369661331177,-0.020342154428362846,0.3305557370185852,0.3904261291027069,-0.053864289075136185,0.3156350255012512,0.48103949427604675,-0.054370295256376266,0.2759074866771698,0.519727885723114,-0.048930954188108444,0.19019624590873718,0.4036867022514343,-0.05340474098920822,0.33863264322280884,0.44113513827323914,-0.0782521441578865,0.3115171194076538,0.5302298069000244,-0.06203079596161842,0.27257874608039856,0.5580198764801025,-0.04711947217583656,0.21599259972572327,0.4488193690776825,-0.08523475378751755,0.3326181173324585,0.47792574763298035,-0.0909966379404068,0.31454092264175415,0.5466225743293762,-0.07335638999938965,0.2821749448776245,0.5700392127037048,-0.05771308392286301,क
0.14703725278377533,0.7055312395095825,-1.452269060564504e-07,0.21546846628189087,0.5865541696548462,0.021447323262691498,0.2504512071609497,0.460933119058609,0.017798030748963356,0.27491533756256104,0.3680815100669861,0.002780774375423789,0.30020010471343994,0.29244524240493774,-0.010785873048007488,0.1713472604751587,0.3447338938713074,0.009047321043908596,0.28452765941619873,0.269711434841156,-0.02223699353635311,0.3556894063949585,0.2706363797187805,-0.03960671275854111,0.40704792737960815,0.2855880856513977,-0.04803295060992241,0.16266264021396637,0.3552212715148926,-0.0178158488124609,0.3185165524482727,0.3839576542377472,-0.05517761781811714,0.3052629828453064,0.47444599866867065,-0.05795472860336304,0.2658727765083313,0.514473557472229,-0.053409550338983536,0.17294904589653015,0.3902571499347687,-0.04566879943013191,0.32310235500335693,0.43439140915870667,-0.07634179294109344,0.2985346019268036,0.5221624970436096,-0.06307943910360336,0.2612445056438446,0.5522150993347168,-0.048373159021139145,0.19598104059696198,0.43622273206710815,-0.07313815504312515,0.3137139081954956,0.46968594193458557,-0.08470435440540314,0.2998890280723572,0.5377931594848633,-0.07085946947336197,0.2705663740634918,0.5633324384689331,-0.05676030367612839,क
0.1274423599243164,0.7324365377426147,-1.354645888795858e-07,0.2046814113855362,0.6003345251083374,0.026689287275075912,0.2357783317565918,0.4743591547012329,0.022937260568141937,0.25231048464775085,0.3788933753967285,0.004904361441731453,0.2683032155036926,0.30190348625183105,-0.012224062345921993,0.1505163311958313,0.3508390784263611,0.016228478401899338,0.2657993733882904,0.2688758075237274,-0.01719963364303112,0.33937716484069824,0.2626272439956665,-0.03590821847319603,0.39463427662849426,0.2716009020805359,-0.04532568156719208,0.13590553402900696,0.3604500889778137,-0.01572529971599579,0.30259618163108826,0.3857137858867645,-0.05675632506608963,0.28963837027549744,0.48321253061294556,-0.059373095631599426,0.24824389815330505,0.5242692828178406,-0.05354651063680649,0.14241600036621094,0.3977482318878174,-0.04905101656913757,0.30431056022644043,0.4403715431690216,-0.08307734876871109,0.282566636800766,0.5339131951332092,-0.0692858174443245,0.24413836002349854,0.5652878284454346,-0.05336456745862961,0.16291461884975433,0.4471779465675354,-0.08188408613204956,0.2926613688468933,0.4788419306278229,-0.09598109871149063,0.28365564346313477,0.5481593012809753,-0.08225559443235397,0.25402119755744934,0.5734638571739197,-0.06751260906457901,क
0.1311975121498108,0.7298246622085571,-6.337010916013242e-08,0.20563451945781708,0.5975390076637268,0.016083352267742157,0.23514248430728912,0.46902087330818176,0.009249275550246239,0.25126728415489197,0.37182456254959106,-0.008782255463302135,0.2708452343940735,0.28820711374282837,-0.024868862703442574,0.15112221240997314,0.34801971912384033,0.005506895948201418,0.26576972007751465,0.26775747537612915,-0.031207846477627754,0.3396685719490051,0.26172006130218506,-0.051966216415166855,0.39515554904937744,0.27056440711021423,-0.062459640204906464,0.13562172651290894,0.3610139489173889,-0.02070598676800728,0.30221793055534363,0.38461413979530334,-0.06577467918395996,0.2934718132019043,0.4781743586063385,-0.0713772103190422,0.2551907002925873,0.5221521854400635,-0.06731019169092178,0.1402447372674942,0.4004674553871155,-0.04884122312068939,0.3014906644821167,0.44134756922721863,-0.08775804936885834,0.28301042318344116,0.5318235158920288,-0.07626927644014359,0.2478805035352707,0.5648667216300964,-0.06048055738210678,0.15915034711360931,0.45169419050216675,-0.07699242234230042,0.2874787449836731,0.48041218519210815,-0.09509917348623276,0.28228333592414856,0.5480756163597107,-0.08357672393321991,0.25655752420425415,0.5741130709648132,-0.06956426799297333,क
0.12287596613168716,0.7341458797454834,-1.3223029782238882e-07,0.20101064443588257,0.601516842842102,0.027409391477704048,0.23211848735809326,0.4733642339706421,0.023726997897028923,0.2487727403640747,0.37582898139953613,0.00588130671530962,0.26678192615509033,0.29471126198768616,-0.011009660549461842,0.14754056930541992,0.3519695997238159,0.013982556760311127,0.26261836290359497,0.26907771825790405,-0.020242610946297646,0.33685848116874695,0.26240861415863037,-0.03958599269390106,0.3929131031036377,0.27035534381866455,-0.049771640449762344,0.13253599405288696,0.36425983905792236,-0.01863759383559227,0.2993329167366028,0.38671138882637024,-0.059901997447013855,0.2894280254840851,0.48246413469314575,-0.06281142681837082,0.2500755786895752,0.5239986777305603,-0.05811789631843567,0.13822367787361145,0.4042225480079651,-0.05245521292090416,0.30036604404449463,0.4423567056655884,-0.08719667047262192,0.2817121148109436,0.5342246890068054,-0.07276338338851929,0.24529093503952026,0.5651172995567322,-0.05690329521894455,0.1580771654844284,0.45577576756477356,-0.08562086522579193,0.28804439306259155,0.481516569852829,-0.10056471079587936,0.28076139092445374,0.5493257641792297,-0.08652633428573608,0.2519834041595459,0.5740981698036194,-0.0719463974237442,क
0.12034714221954346,0.7334963083267212,-4.828743627172116e-08,0.20090444386005402,0.6017240285873413,0.02539273351430893,0.22971932590007782,0.47541552782058716,0.020019076764583588,0.24476484954357147,0.3777005970478058,0.0007251633796840906,0.2601635456085205,0.2960161566734314,-0.01768174208700657,0.13905024528503418,0.35413098335266113,0.011323066428303719,0.25209397077560425,0.2670896649360657,-0.026095541194081306,0.3275587260723114,0.25816744565963745,-0.048446886241436005,0.3860068917274475,0.2659876346588135,-0.060052044689655304,0.1222565695643425,0.36783158779144287,-0.020282015204429626,0.2903149127960205,0.3873993754386902,-0.06390386074781418,0.28202927112579346,0.4811003804206848,-0.0684761181473732,0.24300692975521088,0.5193347334861755,-0.06451310962438583,0.1276010274887085,0.40640613436698914,-0.05332936346530914,0.2908777594566345,0.44514983892440796,-0.0902961939573288,0.27318596839904785,0.5368409752845764,-0.07728075236082077,0.2363329976797104,0.5668182373046875,-0.06180652603507042,0.14769724011421204,0.45526403188705444,-0.085847869515419,0.2788589894771576,0.4870300889015198,-0.1020001694560051,0.2719961106777191,0.5576468110084534,-0.08887917548418045,0.2427641600370407,0.582205593585968,-0.07467973977327347,क
0.11575047671794891,0.7390036582946777,-1.2213094180424378e-07,0.19594812393188477,0.6024478077888489,0.03602691367268562,0.22533440589904785,0.4775470495223999,0.03357240557670593,0.2396959364414215,0.3805088996887207,0.014643924310803413,0.25402089953422546,0.30133891105651855,-0.0042661805637180805,0.13479763269424438,0.3558747172355652,0.019160229712724686,0.250160276889801,0.2710225582122803,-0.01344309002161026,0.3255523443222046,0.2609114646911621,-0.031709738075733185,0.3826138377189636,0.26666587591171265,-0.0413702018558979,0.11943226307630539,0.3676309287548065,-0.018492303788661957,0.28751838207244873,0.3856499195098877,-0.057717327028512955,0.2807527184486389,0.4830814301967621,-0.05895302817225456,0.242568239569664,0.5263755917549133,-0.05342679098248482,0.125934898853302,0.4067992866039276,-0.056588832288980484,0.2885698974132538,0.44248151779174805,-0.08904845267534256,0.27254846692085266,0.5375533103942871,-0.07279923558235168,0.23585832118988037,0.5717209577560425,-0.05651376023888588,0.14674526453018188,0.4568815231323242,-0.09342851489782333,0.2770829200744629,0.4817754626274109,-0.1062307059764862,0.2726629674434662,0.552025556564331,-0.09034236520528793,0.24465766549110413,0.579637885093689,-0.07503549009561539,क
0.11803483963012695,0.7361147999763489,-9.32337229642144e-08,0.1946752667427063,0.6015146970748901,0.028845304623246193,0.2231624573469162,0.4748004376888275,0.025018420070409775,0.23720601201057434,0.37728792428970337,0.007021827157586813,0.25275948643684387,0.29471996426582336,-0.010280759073793888,0.13435211777687073,0.3544033467769623,0.012272866442799568,0.2475893795490265,0.269881010055542,-0.021986771374940872,0.32166242599487305,0.259285032749176,-0.040896594524383545,0.377821683883667,0.2635430693626404,-0.05058278143405914,0.11860842257738113,0.36728766560554504,-0.020691312849521637,0.2862400710582733,0.3854084610939026,-0.06167652830481529,0.2812609076499939,0.48180627822875977,-0.06369170546531677,0.24550150334835052,0.5256380438804626,-0.05833031237125397,0.12432258576154709,0.4065690040588379,-0.05449699983000755,0.286848783493042,0.4429636597633362,-0.0895959883928299,0.2713651657104492,0.5369611382484436,-0.07488925009965897,0.23622199892997742,0.5711709856987,-0.058677006512880325,0.14471794664859772,0.45644375681877136,-0.08734949678182602,0.2743072509765625,0.48302653431892395,-0.10206887125968933,0.26962965726852417,0.5533915162086487,-0.0877319723367691,0.24220867455005646,0.5803326368331909,-0.07304608821868896,क
0.1133260652422905,0.7388635873794556,-1.0730378363632553e-07,0.19161354005336761,0.6036893725395203,0.034390322864055634,0.2203403264284134,0.478709876537323,0.031254708766937256,0.23424239456653595,0.38083556294441223,0.012216607108712196,0.2483689934015274,0.29984599351882935,-0.006606136914342642,0.13137972354888916,0.35719001293182373,0.016954852268099785,0.2459394633769989,0.2705838084220886,-0.016542144119739532,0.3217921257019043,0.2606806457042694,-0.035053569823503494,0.3793531060218811,0.2656218111515045,-0.04464061185717583,0.11539571732282639,0.36907970905303955,-0.019691595807671547,0.28436973690986633,0.38481420278549194,-0.059752628207206726,0.2778356075286865,0.48244965076446533,-0.061162881553173065,0.23987475037574768,0.5242825150489807,-0.05547836795449257,0.1213543638586998,0.4075833559036255,-0.05684993788599968,0.285455584526062,0.44274115562438965,-0.09018860012292862,0.2692769467830658,0.538328230381012,-0.07455400377511978,0.2325436770915985,0.5714962482452393,-0.05834953486919403,0.14220668375492096,0.4566468894481659,-0.09277968108654022,0.27339592576026917,0.4828481376171112,-0.10594943165779114,0.2687995433807373,0.5535250902175903,-0.09060294181108475,0.24067822098731995,0.5801131725311279,-0.07551614940166473,क
0.11486887186765671,0.7385330200195312,-1.0040252362841784e-07,0.18926596641540527,0.6022080183029175,0.030986327677965164,0.2176554799079895,0.4753607213497162,0.02715253084897995,0.2322775423526764,0.3768464922904968,0.008470447733998299,0.24794034659862518,0.2933512330055237,-0.009842182509601116,0.13027098774909973,0.3552357256412506,0.013877714984118938,0.24438339471817017,0.2702357769012451,-0.020217258483171463,0.3190461993217468,0.25926071405410767,-0.0392242856323719,0.3756195306777954,0.2617989182472229,-0.049242060631513596,0.11449453979730606,0.3679930567741394,-0.02083476632833481,0.282035768032074,0.38527458906173706,-0.06169212609529495,0.276389479637146,0.481597363948822,-0.06381255388259888,0.23970149457454681,0.5243371725082397,-0.058820340782403946,0.11989933252334595,0.4080800712108612,-0.05627164989709854,0.2825777232646942,0.4446304440498352,-0.09117883443832397,0.26666128635406494,0.5389586687088013,-0.07628782838582993,0.23109984397888184,0.572327733039856,-0.06028041988611221,0.14010101556777954,0.4589865207672119,-0.09061717242002487,0.2701881527900696,0.48492076992988586,-0.10530061274766922,0.2653854787349701,0.554677426815033,-0.09086094796657562,0.2375236451625824,0.5815297365188599,-0.07628577202558517,क
